2023-05-05 04:05:00,234.25,234.25,234.25,234.25,674
2023-05-05 04:12:00,234.25,234.25,234.25,234.25,929
2023-05-05 04:18:00,234,234,234,234,1561
2023-05-05 04:19:00,234,234,234,234,176
2023-05-05 04:24:00,234.2,234.32,234.2,234.32,400
2023-05-05 04:28:00,234.26,234.28,234.26,234.28,453
2023-05-05 04:50:00,234.99,234.99,234.99,234.99,120
2023-05-05 05:15:00,234.97,234.97,234.97,234.97,150
2023-05-05 05:40:00,235,235,235,235,691
2023-05-05 05:54:00,234.81,234.81,234.81,234.81,333
2023-05-05 06:05:00,235,235,235,235,102
2023-05-05 06:37:00,235.39,235.39,235.39,235.39,276
2023-05-05 06:56:00,235.05,235.05,235.05,235.05,225
2023-05-05 07:00:00,235,235.24,234.98,235.24,11709
2023-05-05 07:01:00,235.1,235.12,235.1,235.12,383
2023-05-05 07:02:00,235.25,235.3,235.25,235.3,955
2023-05-05 07:04:00,235.28,235.28,235.28,235.28,210
2023-05-05 07:05:00,235.3,235.3,235.3,235.3,570
2023-05-05 07:08:00,235.35,235.35,235.35,235.35,486
2023-05-05 07:09:00,235.35,235.38,235.35,235.38,712
2023-05-05 07:13:00,235.5,235.51,235.5,235.51,1730
2023-05-05 07:16:00,235.55,235.55,235.55,235.55,624
2023-05-05 07:17:00,235.55,235.55,235.55,235.55,1338
2023-05-05 07:20:00,235.45,235.45,235.45,235.45,299
2023-05-05 07:26:00,235.5,235.5,235.5,235.5,2153
2023-05-05 07:28:00,235.6,235.6,235.6,235.6,1180
2023-05-05 07:32:00,235.59,235.59,235.59,235.59,195
2023-05-05 07:35:00,235.55,235.6,235.55,235.6,1129
2023-05-05 07:37:00,235.55,235.55,235.55,235.55,655
2023-05-05 07:39:00,235.45,235.45,235.4,235.41,877
2023-05-05 07:40:00,235.35,235.35,235.35,235.35,1456
2023-05-05 07:42:00,235.25,235.25,235.2,235.2,2320
2023-05-05 07:48:00,235.12,235.12,235.12,235.12,101
2023-05-05 07:50:00,235.1,235.1,235.1,235.1,200
2023-05-05 07:53:00,235.1,235.1,235.1,235.1,240
2023-05-05 07:57:00,235.16,235.2,235.16,235.2,1121
2023-05-05 08:00:00,235.26,235.6,235,235.2,11232
2023-05-05 08:03:00,235.2,235.2,235.2,235.2,344086
2023-05-05 08:05:00,235.23,235.23,235.23,235.23,207
2023-05-05 08:07:00,235.23,235.23,235.23,235.23,1004
2023-05-05 08:08:00,235.23,235.23,235.23,235.23,733
2023-05-05 08:09:00,235.25,235.29,235.25,235.29,1532
2023-05-05 08:10:00,235.15,235.15,235.15,235.15,101
2023-05-05 08:12:00,235.25,235.25,235.25,235.25,1325
2023-05-05 08:13:00,235.2,235.29,235.2,235.29,2173
2023-05-05 08:16:00,235.3399,235.3399,235.3399,235.3399,302
2023-05-05 08:18:00,235.23,235.23,235.2,235.2,704
2023-05-05 08:20:00,235.13,235.13,235.13,235.13,1237
2023-05-05 08:21:00,235.13,235.13,235.13,235.13,168
2023-05-05 08:22:00,235.0501,235.0501,235.0501,235.0501,429
2023-05-05 08:23:00,235.19,235.19,235.15,235.15,1252
2023-05-05 08:24:00,235.15,235.15,235.15,235.15,419
2023-05-05 08:25:00,235,235.05,234.8324,234.8324,1999
2023-05-05 08:26:00,234.84,234.84,234.84,234.84,432
2023-05-05 08:27:00,234.93,234.93,234.93,234.93,196
2023-05-05 08:29:00,235.15,235.15,235.15,235.15,1275
2023-05-05 08:30:00,234.95,234.95,234.41,234.45,7985
2023-05-05 08:31:00,234.5,234.61,234.5,234.6,850
2023-05-05 08:32:00,234.71,234.71,234.35,234.37,2690
2023-05-05 08:33:00,234.58,234.82,234.58,234.81,4386
2023-05-05 08:34:00,234.8,234.86,234.58,234.58,4287
2023-05-05 08:35:00,234.513,234.86,234.513,234.86,935
2023-05-05 08:37:00,234.55,234.55,234.55,234.55,882
2023-05-05 08:38:00,234.71,234.74,234.71,234.74,1774
2023-05-05 08:39:00,234.93,234.93,234.93,234.93,475
2023-05-05 08:40:00,234.93,234.93,234.93,234.93,130
2023-05-05 08:41:00,234.93,234.94,234.93,234.94,931
2023-05-05 08:43:00,234.9,235.25,234.9,235.25,1765
2023-05-05 08:44:00,235.2,235.2,235.2,235.2,1177
2023-05-05 08:45:00,235.04,235.27,235.04,235.27,2781
2023-05-05 08:46:00,235.11,235.3,235.11,235.3,1611
2023-05-05 08:47:00,235.19,235.3,234.97,234.97,2503
2023-05-05 08:48:00,234.81,234.81,234.75,234.75,1853
2023-05-05 08:49:00,234.8699,234.8699,233.52,234.8685,3526
2023-05-05 08:50:00,234.86,234.86,234.86,234.86,349
2023-05-05 08:51:00,234.79,234.8,234.78,234.8,3527
2023-05-05 08:52:00,234.95,235.1,234.95,235.1,1474
2023-05-05 08:53:00,234.86,234.9,234.8,234.8,1826
2023-05-05 08:54:00,234.9,234.9,234.8,234.8,832
2023-05-05 08:56:00,234.61,234.61,234.53,234.53,2031
2023-05-05 08:57:00,234.46,234.48,234.46,234.48,2107
2023-05-05 08:58:00,234.64,234.64,234.54,234.54,1421
2023-05-05 08:59:00,234.43,234.45,234.24,234.24,10325
2023-05-05 09:00:00,234.39,234.43,234.39,234.43,2033
2023-05-05 09:01:00,234.43,234.43,234.43,234.43,1088
2023-05-05 09:02:00,234.31,234.31,234.31,234.31,671
2023-05-05 09:03:00,234.35,234.35,234.35,234.35,752
2023-05-05 09:04:00,234.1501,234.24,234.12,234.12,3207
2023-05-05 09:06:00,234.24,234.24,234.05,234.1,4261
2023-05-05 09:07:00,234.25,234.4384,234.25,234.4384,1074
2023-05-05 09:09:00,234.299,234.299,234.299,234.299,865
2023-05-05 09:11:00,234.46,234.46,234.46,234.46,713
2023-05-05 09:12:00,234.4,234.59,234.4,234.59,3202
2023-05-05 09:13:00,234.6274,234.6274,234.6274,234.6274,401
2023-05-05 09:14:00,234.62,234.62,234.6,234.6,1498
2023-05-05 09:15:00,234.616,234.616,234.51,234.6,1218
2023-05-05 09:16:00,234.53,234.53,234.5,234.52,1503
2023-05-05 09:17:00,234.35,234.35,234.35,234.35,1204
2023-05-05 09:18:00,234.35,234.35,234.34,234.34,735
2023-05-05 09:22:00,234.16,234.16,234.16,234.16,1867
2023-05-05 09:23:00,234.16,234.16,234,234.1,9275
2023-05-05 09:24:00,234.1,234.1,234.1,234.1,1798
2023-05-05 09:25:00,234.11,234.12,233.6,233.71,10019
2023-05-05 09:26:00,233.71,233.86,233.65,233.71,3765
2023-05-05 09:27:00,233.73,233.75,232.16,232.32,19030
2023-05-05 09:28:00,232.03,232.24,231.31,232.06,56575
2023-05-05 09:29:00,231.86,232.14,231.5,232.14,20486
2023-05-05 09:30:00,232.24,232.24,230.6,231.1,604518
2023-05-05 09:31:00,231.07,231.1,230.72,231.048,177798
2023-05-05 09:32:00,231,231.12,230.3,230.3,173037
2023-05-05 09:33:00,230.36,231.02,230.16,230.79,163676
2023-05-05 09:34:00,230.8558,231.01,230.6589,231.01,125262
2023-05-05 09:35:00,230.98,231.05,230.74,230.8,135048
2023-05-05 09:36:00,230.7881,230.9674,230.6,230.88,63931
2023-05-05 09:37:00,230.88,231.56,230.86,231.355,220034
2023-05-05 09:38:00,231.3446,231.46,230.33,230.5044,241281
2023-05-05 09:39:00,230.6,230.96,230.5,230.8,104589
2023-05-05 09:40:00,230.77,231.15,230.77,231.01,189408
2023-05-05 09:41:00,230.9883,231.15,230.83,230.83,129326
2023-05-05 09:42:00,230.84,231.1499,230.8,231.0436,114497
2023-05-05 09:43:00,231.08,231.12,230.7,230.72,98761
2023-05-05 09:44:00,230.745,230.817,230.31,230.49,128348
2023-05-05 09:45:00,230.49,230.74,230.35,230.355,144981
2023-05-05 09:46:00,230.3724,230.3724,230,230.1,161559
2023-05-05 09:47:00,230.1,230.41,230.02,230.16,200814
2023-05-05 09:48:00,230.16,230.76,230.15,230.7,157106
2023-05-05 09:49:00,230.72,230.79,230.58,230.67,105893
2023-05-05 09:50:00,230.68,231.4,230.64,231.4,187729
2023-05-05 09:51:00,231.4,231.41,230.6192,230.63,210684
2023-05-05 09:52:00,230.63,230.78,230.51,230.65,122119
2023-05-05 09:53:00,230.65,230.9799,230.65,230.735,102964
2023-05-05 09:54:00,230.77,230.7846,230.48,230.69,127749
2023-05-05 09:55:00,230.7,230.72,230.36,230.505,74651
2023-05-05 09:56:00,230.51,230.65,230.34,230.37,67627
2023-05-05 09:57:00,230.38,230.44,230.2,230.225,91888
2023-05-05 09:58:00,230.23,230.6,229.95,230.585,200196
2023-05-05 09:59:00,230.58,230.76,230.5,230.52,112114
2023-05-05 10:00:00,230.56,230.78,230.3,230.315,164021
